experiment_id,policy,attack,agents,seed,success_rate,fraud_sats,mal_routing_rate,recovery_rds,concentration,max_round_fraud
exp_PRICE_collusion-ring_100a_10s_1778314985470,PRICE,collusion-ring,100,10,0.9100,68.0,0.3567,0.0,0.1389,0.0
exp_PRICE_collusion-ring_100a_11s_1778315011794,PRICE,collusion-ring,100,11,0.9167,66.0,0.4300,2.0,0.1439,0.0
exp_PRICE_collusion-ring_100a_12s_1778315034978,PRICE,collusion-ring,100,12,0.9067,83.0,0.5467,0.0,0.1383,0.0
exp_PRICE_collusion-ring_100a_13s_1778315057342,PRICE,collusion-ring,100,13,0.8867,103.0,0.4667,0.0,0.1317,0.0
exp_PRICE_collusion-ring_100a_14s_1778315084392,PRICE,collusion-ring,100,14,0.8900,128.0,0.5633,0.0,0.1372,0.0
exp_PRICE_collusion-ring_100a_15s_1778315112027,PRICE,collusion-ring,100,15,0.9033,53.0,0.4133,0.0,0.1464,0.0
exp_PRICE_collusion-ring_100a_16s_1778315140094,PRICE,collusion-ring,100,16,0.8733,130.0,0.5100,0.0,0.1422,0.0
exp_PRICE_collusion-ring_100a_17s_1778315169325,PRICE,collusion-ring,100,17,0.8700,115.0,0.4667,0.0,0.1314,0.0
exp_PRICE_collusion-ring_100a_18s_1778315197735,PRICE,collusion-ring,100,18,0.9167,59.0,0.4267,0.0,0.1467,0.0
exp_PRICE_collusion-ring_100a_19s_1778315223832,PRICE,collusion-ring,100,19,0.8867,110.0,0.5000,0.0,0.1431,0.0
exp_PRICE_collusion-ring_100a_1s_1778314713452,PRICE,collusion-ring,100,1,0.9000,109.0,0.4000,2.0,0.1447,0.0
exp_PRICE_collusion-ring_100a_20s_1778315251882,PRICE,collusion-ring,100,20,0.9300,59.0,0.5233,0.0,0.1472,0.0
exp_PRICE_collusion-ring_100a_2s_1778314743672,PRICE,collusion-ring,100,2,0.9133,67.0,0.3933,0.0,0.1572,0.0
exp_PRICE_collusion-ring_100a_3s_1778314775206,PRICE,collusion-ring,100,3,0.9033,90.0,0.5500,0.0,0.1436,0.0
exp_PRICE_collusion-ring_100a_42s_1778279991328,PRICE,collusion-ring,100,42,0.8733,117.0,0.5600,0.0,0.1428,0.0
exp_PRICE_collusion-ring_100a_4s_1778314809846,PRICE,collusion-ring,100,4,0.9100,85.0,0.3667,0.0,0.1300,0.0
exp_PRICE_collusion-ring_100a_5s_1778314842450,PRICE,collusion-ring,100,5,0.9233,61.0,0.3900,1.0,0.1450,0.0
exp_PRICE_collusion-ring_100a_6s_1778314872243,PRICE,collusion-ring,100,6,0.9133,56.0,0.3567,0.0,0.1483,0.0
exp_PRICE_collusion-ring_100a_7s_1778314900637,PRICE,collusion-ring,100,7,0.8967,89.0,0.3800,0.0,0.1308,0.0
exp_PRICE_collusion-ring_100a_8s_1778314927947,PRICE,collusion-ring,100,8,0.9100,57.0,0.3967,0.0,0.1461,0.0
exp_PRICE_collusion-ring_100a_9s_1778314956507,PRICE,collusion-ring,100,9,0.8500,140.0,0.5333,0.0,0.1528,0.0
exp_PRICE_collusion-ring_30a_42s_1778275916496,PRICE,collusion-ring,30,42,0.9800,18.0,0.0500,0.0,0.1461,0.0
exp_PRICE_collusion-ring_30a_42s_1778276983829,PRICE,collusion-ring,30,42,0.9467,88.0,0.3667,0.0,0.1300,0.0
exp_PRICE_collusion-ring_30a_42s_1778278096001,PRICE,collusion-ring,30,42,0.9300,132.0,0.3667,0.0,0.1300,0.0
exp_PRICE_collusion-ring_30a_42s_1778278559346,PRICE,collusion-ring,30,42,0.9367,138.0,0.3667,0.0,0.1300,0.0
exp_PRICE_collusion-ring_30a_42s_1778279861484,PRICE,collusion-ring,30,42,0.9033,154.0,0.7700,0.0,0.1272,0.0
exp_PRICE_collusion-ring_50a_1s_1778282355367,PRICE,collusion-ring,50,1,0.8700,129.0,0.4000,0.0,0.1486,0.0
exp_PRICE_collusion-ring_50a_2s_1778282372489,PRICE,collusion-ring,50,2,0.8967,113.0,0.4133,0.0,0.1422,0.0
exp_PRICE_collusion-ring_50a_3s_1778282390358,PRICE,collusion-ring,50,3,0.8900,128.0,0.6033,0.0,0.1244,0.0
exp_PRICE_collusion-ring_50a_42s_1778279917161,PRICE,collusion-ring,50,42,0.9033,93.0,0.5633,0.0,0.1372,0.0
exp_PRICE_collusion-ring_50a_4s_1778282406860,PRICE,collusion-ring,50,4,0.8733,142.0,0.8500,0.0,0.1556,0.0
exp_PRICE_collusion-ring_50a_5s_1778282424270,PRICE,collusion-ring,50,5,0.9267,91.0,0.6167,0.0,0.1489,0.0
exp_PRICE_strategic-default_100a_10s_1778311815647,PRICE,strategic-default,100,10,0.9633,20.0,0.3767,2.0,0.1500,0.0
exp_PRICE_strategic-default_100a_11s_1778311838783,PRICE,strategic-default,100,11,0.9600,20.0,0.4233,2.0,0.1489,0.0
exp_PRICE_strategic-default_100a_12s_1778311861955,PRICE,strategic-default,100,12,0.9600,12.0,0.4800,2.0,0.1269,0.0
exp_PRICE_strategic-default_100a_13s_1778311884487,PRICE,strategic-default,100,13,0.9600,19.0,0.4767,3.0,0.1197,0.0
exp_PRICE_strategic-default_100a_14s_1778311908658,PRICE,strategic-default,100,14,0.9567,45.0,0.4733,3.0,0.1403,0.0
exp_PRICE_strategic-default_100a_15s_1778311931826,PRICE,strategic-default,100,15,0.9467,4.0,0.4467,0.0,0.1406,0.0
exp_PRICE_strategic-default_100a_16s_1778311955596,PRICE,strategic-default,100,16,0.9400,15.0,0.4233,3.0,0.1278,0.0
exp_PRICE_strategic-default_100a_17s_1778311979752,PRICE,strategic-default,100,17,0.9567,4.0,0.4967,1.0,0.1275,0.0
exp_PRICE_strategic-default_100a_18s_1778312002070,PRICE,strategic-default,100,18,0.9800,0.0,0.3667,0.0,0.1400,0.0
exp_PRICE_strategic-default_100a_19s_1778312025694,PRICE,strategic-default,100,19,0.9533,9.0,0.5333,5.0,0.1339,0.0
exp_PRICE_strategic-default_100a_1s_1778311609723,PRICE,strategic-default,100,1,0.9233,57.0,0.2500,3.0,0.1311,0.0
exp_PRICE_strategic-default_100a_20s_1778312048298,PRICE,strategic-default,100,20,0.9700,15.0,0.5833,2.0,0.1439,0.0
exp_PRICE_strategic-default_100a_2s_1778311631852,PRICE,strategic-default,100,2,0.9600,11.0,0.4800,1.0,0.1414,0.0
exp_PRICE_strategic-default_100a_3s_1778311653836,PRICE,strategic-default,100,3,0.9400,30.0,0.4500,3.0,0.1289,0.0
exp_PRICE_strategic-default_100a_4s_1778311676489,PRICE,strategic-default,100,4,0.9700,0.0,0.3900,1.0,0.1372,0.0
exp_PRICE_strategic-default_100a_5s_1778311698290,PRICE,strategic-default,100,5,0.9733,12.0,0.3933,2.0,0.1394,0.0
exp_PRICE_strategic-default_100a_6s_1778311721233,PRICE,strategic-default,100,6,0.9433,4.0,0.4033,5.0,0.1286,0.0
exp_PRICE_strategic-default_100a_7s_1778311743929,PRICE,strategic-default,100,7,0.9667,5.0,0.4333,2.0,0.1469,0.0
exp_PRICE_strategic-default_100a_8s_1778311766936,PRICE,strategic-default,100,8,0.9567,10.0,0.3600,3.0,0.1514,0.0
exp_PRICE_strategic-default_100a_9s_1778311791676,PRICE,strategic-default,100,9,0.9433,17.0,0.4400,2.0,0.1567,0.0
exp_PRICE_strategic-default_20a_42s_1778275308711,PRICE,strategic-default,20,42,0.9333,0.0,0.0000,0.0,0.1200,0.0
exp_PRICE_strategic-default_30a_42s_1778275513332,PRICE,strategic-default,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_PRICE_strategic-default_30a_42s_1778276828749,PRICE,strategic-default,30,42,0.9533,80.0,0.5567,3.0,0.1467,0.0
exp_PRICE_strategic-default_30a_42s_1778278278290,PRICE,strategic-default,30,42,0.9533,80.0,0.5567,3.0,0.1467,0.0
exp_PRICE_strategic-default_30a_42s_1778278649675,PRICE,strategic-default,30,42,0.9533,80.0,0.5567,3.0,0.1467,0.0
exp_PRICE_strategic-default_50a_1s_1778281766973,PRICE,strategic-default,50,1,0.9467,20.0,0.4933,3.0,0.1517,0.0
exp_PRICE_strategic-default_50a_2s_1778281783365,PRICE,strategic-default,50,2,0.9367,50.0,0.6300,3.0,0.1467,0.0
exp_PRICE_strategic-default_50a_3s_1778281798967,PRICE,strategic-default,50,3,0.9467,48.0,0.6033,3.0,0.1244,0.0
exp_PRICE_strategic-default_50a_4s_1778281818896,PRICE,strategic-default,50,4,0.9467,63.0,0.8500,3.0,0.1556,0.0
exp_PRICE_strategic-default_50a_5s_1778281842355,PRICE,strategic-default,50,5,0.9667,45.0,0.6167,3.0,0.1489,0.0
exp_PRICE_sybil-cluster_100a_10s_1778313383630,PRICE,sybil-cluster,100,10,0.9800,0.0,0.3767,0.0,0.1500,0.0
exp_PRICE_sybil-cluster_100a_11s_1778313406153,PRICE,sybil-cluster,100,11,0.9733,0.0,0.5033,0.0,0.1528,0.0
exp_PRICE_sybil-cluster_100a_12s_1778313431282,PRICE,sybil-cluster,100,12,0.9733,0.0,0.5467,0.0,0.1383,0.0
exp_PRICE_sybil-cluster_100a_13s_1778313453301,PRICE,sybil-cluster,100,13,0.9700,0.0,0.4800,0.0,0.1417,0.0
exp_PRICE_sybil-cluster_100a_14s_1778313476254,PRICE,sybil-cluster,100,14,0.9900,0.0,0.6067,0.0,0.1533,0.0
exp_PRICE_sybil-cluster_100a_15s_1778313502968,PRICE,sybil-cluster,100,15,0.9500,0.0,0.4733,0.0,0.1472,0.0
exp_PRICE_sybil-cluster_100a_16s_1778313526772,PRICE,sybil-cluster,100,16,0.9600,0.0,0.5833,0.0,0.1561,0.0
exp_PRICE_sybil-cluster_100a_17s_1778313549673,PRICE,sybil-cluster,100,17,0.9633,0.0,0.5200,0.0,0.1239,0.0
exp_PRICE_sybil-cluster_100a_18s_1778313573166,PRICE,sybil-cluster,100,18,0.9800,0.0,0.3667,0.0,0.1400,0.0
exp_PRICE_sybil-cluster_100a_19s_1778313590971,PRICE,sybil-cluster,100,19,0.9700,0.0,0.5333,0.0,0.1300,0.0
exp_PRICE_sybil-cluster_100a_1s_1778313166107,PRICE,sybil-cluster,100,1,0.9900,0.0,0.5633,0.0,0.1472,0.0
exp_PRICE_sybil-cluster_100a_20s_1778313609434,PRICE,sybil-cluster,100,20,0.9867,0.0,0.5567,0.0,0.1422,0.0
exp_PRICE_sybil-cluster_100a_2s_1778313188870,PRICE,sybil-cluster,100,2,0.9700,0.0,0.4700,0.0,0.1422,0.0
exp_PRICE_sybil-cluster_100a_3s_1778313212868,PRICE,sybil-cluster,100,3,0.9733,0.0,0.5833,1.0,0.1389,0.0
exp_PRICE_sybil-cluster_100a_4s_1778313237005,PRICE,sybil-cluster,100,4,0.9733,0.0,0.3800,1.0,0.1361,0.0
exp_PRICE_sybil-cluster_100a_5s_1778313259702,PRICE,sybil-cluster,100,5,0.9900,0.0,0.4233,0.0,0.1511,0.0
exp_PRICE_sybil-cluster_100a_6s_1778313284703,PRICE,sybil-cluster,100,6,0.9633,0.0,0.4167,0.0,0.1255,0.0
exp_PRICE_sybil-cluster_100a_7s_1778313309870,PRICE,sybil-cluster,100,7,0.9733,0.0,0.4433,1.0,0.1467,0.0
exp_PRICE_sybil-cluster_100a_8s_1778313335701,PRICE,sybil-cluster,100,8,0.9600,0.0,0.4500,2.0,0.1450,0.0
exp_PRICE_sybil-cluster_100a_9s_1778313358913,PRICE,sybil-cluster,100,9,0.9700,0.0,0.5933,0.0,0.1528,0.0
exp_PRICE_sybil-cluster_30a_42s_1778275844397,PRICE,sybil-cluster,30,42,0.9867,0.0,0.0500,0.0,0.1461,0.0
exp_PRICE_sybil-cluster_30a_42s_1778276707838,PRICE,sybil-cluster,30,42,0.9800,0.0,0.3667,0.0,0.1300,0.0
exp_PRICE_sybil-cluster_30a_42s_1778278187718,PRICE,sybil-cluster,30,42,0.9800,0.0,0.3667,0.0,0.1300,0.0
exp_PRICE_sybil-cluster_30a_42s_1778278742099,PRICE,sybil-cluster,30,42,0.9800,0.0,0.3667,0.0,0.1300,0.0
exp_PRICE_sybil-cluster_50a_1s_1778282075710,PRICE,sybil-cluster,50,1,0.9600,0.0,0.4467,1.0,0.1483,0.0
exp_PRICE_sybil-cluster_50a_2s_1778282093118,PRICE,sybil-cluster,50,2,0.9500,0.0,0.2600,0.0,0.1267,0.0
exp_PRICE_sybil-cluster_50a_3s_1778282109498,PRICE,sybil-cluster,50,3,0.9900,0.0,0.8333,0.0,0.1361,0.0
exp_PRICE_sybil-cluster_50a_4s_1778282125899,PRICE,sybil-cluster,50,4,0.9967,0.0,0.8500,0.0,0.1556,0.0
exp_PRICE_sybil-cluster_50a_5s_1778282143307,PRICE,sybil-cluster,50,5,0.9967,0.0,0.6200,0.0,0.1511,0.0
exp_PRICE_whitewashing_100a_10s_1778317661089,PRICE,whitewashing,100,10,0.7867,191.0,0.4667,1.0,0.1386,0.0
exp_PRICE_whitewashing_100a_11s_1778317679658,PRICE,whitewashing,100,11,0.7500,269.0,0.5600,0.0,0.1503,0.0
exp_PRICE_whitewashing_100a_12s_1778317697881,PRICE,whitewashing,100,12,0.7267,284.0,0.5767,0.0,0.1403,0.0
exp_PRICE_whitewashing_100a_13s_1778317716661,PRICE,whitewashing,100,13,0.7367,264.0,0.5867,4.0,0.1330,0.0
exp_PRICE_whitewashing_100a_14s_1778317735319,PRICE,whitewashing,100,14,0.7067,350.0,0.7000,0.0,0.1522,0.0
exp_PRICE_whitewashing_100a_15s_1778317754094,PRICE,whitewashing,100,15,0.7133,283.0,0.5867,8.0,0.1583,0.0
exp_PRICE_whitewashing_100a_16s_1778317772615,PRICE,whitewashing,100,16,0.7400,292.0,0.5400,1.0,0.1330,0.0
exp_PRICE_whitewashing_100a_17s_1778317791388,PRICE,whitewashing,100,17,0.7733,212.0,0.5500,0.0,0.1258,0.0
exp_PRICE_whitewashing_100a_18s_1778317809576,PRICE,whitewashing,100,18,0.8133,158.0,0.3500,0.0,0.1603,0.0
exp_PRICE_whitewashing_100a_19s_1778317828195,PRICE,whitewashing,100,19,0.7367,311.0,0.5500,0.0,0.1347,0.0
exp_PRICE_whitewashing_100a_1s_1778317496168,PRICE,whitewashing,100,1,0.8233,215.0,0.4533,2.0,0.1444,0.0
exp_PRICE_whitewashing_100a_20s_1778317846415,PRICE,whitewashing,100,20,0.7100,285.0,0.6567,0.0,0.1489,0.0
exp_PRICE_whitewashing_100a_2s_1778317514808,PRICE,whitewashing,100,2,0.7333,320.0,0.5533,2.0,0.1492,0.0
exp_PRICE_whitewashing_100a_3s_1778317533248,PRICE,whitewashing,100,3,0.6867,346.0,0.6200,2.0,0.1453,0.0
exp_PRICE_whitewashing_100a_4s_1778317551533,PRICE,whitewashing,100,4,0.7867,218.0,0.4733,1.0,0.1467,0.0
exp_PRICE_whitewashing_100a_5s_1778317569569,PRICE,whitewashing,100,5,0.8367,170.0,0.3967,0.0,0.1600,0.0
exp_PRICE_whitewashing_100a_6s_1778317588040,PRICE,whitewashing,100,6,0.8033,192.0,0.4167,2.0,0.1286,0.0
exp_PRICE_whitewashing_100a_7s_1778317605694,PRICE,whitewashing,100,7,0.8000,236.0,0.5133,3.0,0.1319,0.0
exp_PRICE_whitewashing_100a_8s_1778317623076,PRICE,whitewashing,100,8,0.7600,226.0,0.6433,4.0,0.1506,0.0
exp_PRICE_whitewashing_100a_9s_1778317641721,PRICE,whitewashing,100,9,0.7433,269.0,0.6133,3.0,0.1353,0.0
exp_PRICE_whitewashing_30a_42s_1778275776885,PRICE,whitewashing,30,42,0.9600,118.0,0.0500,0.0,0.1461,0.0
exp_PRICE_whitewashing_30a_42s_1778276900643,PRICE,whitewashing,30,42,0.7600,546.0,0.5567,2.0,0.1467,0.0
exp_PRICE_whitewashing_30a_42s_1778278360248,PRICE,whitewashing,30,42,0.7500,614.0,0.5567,2.0,0.1467,0.0
exp_PRICE_whitewashing_30a_42s_1778278836760,PRICE,whitewashing,30,42,0.7500,568.0,0.5567,0.0,0.1467,0.0
exp_PRICE_whitewashing_50a_1s_1778282599055,PRICE,whitewashing,50,1,0.7567,303.0,0.4933,0.0,0.1517,0.0
exp_PRICE_whitewashing_50a_2s_1778282613488,PRICE,whitewashing,50,2,0.7267,324.0,0.6767,0.0,0.1450,0.0
exp_PRICE_whitewashing_50a_3s_1778282628096,PRICE,whitewashing,50,3,0.7567,294.0,0.6033,1.0,0.1244,0.0
exp_PRICE_whitewashing_50a_4s_1778282642393,PRICE,whitewashing,50,4,0.6767,354.0,0.8500,0.0,0.1556,0.0
exp_PRICE_whitewashing_50a_5s_1778282656700,PRICE,whitewashing,50,5,0.8067,204.0,0.4667,0.0,0.1492,0.0
exp_REPUTATION_collusion-ring_100a_10s_1778314371060,REPUTATION,collusion-ring,100,10,0.9567,0.0,0.0000,0.0,0.1250,0.0
exp_REPUTATION_collusion-ring_100a_11s_1778314396377,REPUTATION,collusion-ring,100,11,0.9600,0.0,0.0000,0.0,0.1364,0.0
exp_REPUTATION_collusion-ring_100a_12s_1778314421661,REPUTATION,collusion-ring,100,12,0.9533,0.0,0.0000,0.0,0.1317,0.0
exp_REPUTATION_collusion-ring_100a_13s_1778314455078,REPUTATION,collusion-ring,100,13,0.9400,0.0,0.0000,1.0,0.1294,0.0
exp_REPUTATION_collusion-ring_100a_14s_1778314487068,REPUTATION,collusion-ring,100,14,0.9400,7.0,0.0333,2.0,0.1333,0.0
exp_REPUTATION_collusion-ring_100a_15s_1778314522320,REPUTATION,collusion-ring,100,15,0.9367,7.0,0.1000,1.0,0.1292,0.0
exp_REPUTATION_collusion-ring_100a_16s_1778314554426,REPUTATION,collusion-ring,100,16,0.9200,14.0,0.0267,1.0,0.1289,0.0
exp_REPUTATION_collusion-ring_100a_17s_1778314587483,REPUTATION,collusion-ring,100,17,0.9467,0.0,0.0000,0.0,0.1294,0.0
exp_REPUTATION_collusion-ring_100a_18s_1778314619582,REPUTATION,collusion-ring,100,18,0.9667,0.0,0.0000,0.0,0.1253,0.0
exp_REPUTATION_collusion-ring_100a_19s_1778314651679,REPUTATION,collusion-ring,100,19,0.9333,0.0,0.0000,1.0,0.1350,0.0
exp_REPUTATION_collusion-ring_100a_1s_1778314145144,REPUTATION,collusion-ring,100,1,0.9633,0.0,0.0000,0.0,0.1167,0.0
exp_REPUTATION_collusion-ring_100a_20s_1778314682741,REPUTATION,collusion-ring,100,20,0.9467,0.0,0.0000,0.0,0.1378,0.0
exp_REPUTATION_collusion-ring_100a_2s_1778314170026,REPUTATION,collusion-ring,100,2,0.9367,0.0,0.0000,0.0,0.1356,0.0
exp_REPUTATION_collusion-ring_100a_3s_1778314195460,REPUTATION,collusion-ring,100,3,0.9433,0.0,0.0233,1.0,0.1392,0.0
exp_REPUTATION_collusion-ring_100a_42s_1778279961922,REPUTATION,collusion-ring,100,42,0.9600,3.0,0.0367,0.0,0.1317,0.0
exp_REPUTATION_collusion-ring_100a_4s_1778314220949,REPUTATION,collusion-ring,100,4,0.9400,4.0,0.0433,1.0,0.1397,0.0
exp_REPUTATION_collusion-ring_100a_5s_1778314245962,REPUTATION,collusion-ring,100,5,0.9633,0.0,0.0000,0.0,0.1456,0.0
exp_REPUTATION_collusion-ring_100a_6s_1778314270623,REPUTATION,collusion-ring,100,6,0.9333,0.0,0.0000,0.0,0.1556,0.0
exp_REPUTATION_collusion-ring_100a_7s_1778314295917,REPUTATION,collusion-ring,100,7,0.9500,0.0,0.0000,0.0,0.1342,0.0
exp_REPUTATION_collusion-ring_100a_8s_1778314321119,REPUTATION,collusion-ring,100,8,0.9433,0.0,0.0000,2.0,0.1414,0.0
exp_REPUTATION_collusion-ring_100a_9s_1778314346177,REPUTATION,collusion-ring,100,9,0.9500,0.0,0.0000,1.0,0.1289,0.0
exp_REPUTATION_collusion-ring_30a_42s_1778275899021,REPUTATION,collusion-ring,30,42,0.9767,24.0,0.0900,0.0,0.1300,0.0
exp_REPUTATION_collusion-ring_30a_42s_1778276958597,REPUTATION,collusion-ring,30,42,0.9767,24.0,0.0633,0.0,0.1339,0.0
exp_REPUTATION_collusion-ring_30a_42s_1778278072489,REPUTATION,collusion-ring,30,42,0.9600,46.0,0.0967,0.0,0.1403,0.0
exp_REPUTATION_collusion-ring_30a_42s_1778278535643,REPUTATION,collusion-ring,30,42,0.9767,32.0,0.1433,1.0,0.1497,0.0
exp_REPUTATION_collusion-ring_30a_42s_1778279843241,REPUTATION,collusion-ring,30,42,0.9467,40.0,0.0967,0.0,0.1225,0.0
exp_REPUTATION_collusion-ring_50a_1s_1778282264703,REPUTATION,collusion-ring,50,1,0.9167,82.0,0.2400,2.0,0.1275,0.0
exp_REPUTATION_collusion-ring_50a_2s_1778282282878,REPUTATION,collusion-ring,50,2,0.8967,77.0,0.1500,0.0,0.1283,0.0
exp_REPUTATION_collusion-ring_50a_3s_1778282301160,REPUTATION,collusion-ring,50,3,0.9267,54.0,0.2167,0.0,0.1317,0.0
exp_REPUTATION_collusion-ring_50a_42s_1778279897881,REPUTATION,collusion-ring,50,42,0.9333,85.0,0.1500,1.0,0.1414,0.0
exp_REPUTATION_collusion-ring_50a_4s_1778282318785,REPUTATION,collusion-ring,50,4,0.9267,55.0,0.2533,1.0,0.1319,0.0
exp_REPUTATION_collusion-ring_50a_5s_1778282337520,REPUTATION,collusion-ring,50,5,0.9500,24.0,0.1767,0.0,0.1317,0.0
