experiment_id,policy,attack,agents,seed,success_rate,fraud_sats,mal_routing_rate,recovery_rds,concentration,max_round_fraud
exp_REPUTATION_strategic-default_100a_10s_1778311341455,REPUTATION,strategic-default,100,10,0.9567,0.0,0.0000,0.0,0.1250,0.0
exp_REPUTATION_strategic-default_100a_11s_1778311365419,REPUTATION,strategic-default,100,11,0.9600,0.0,0.0000,0.0,0.1364,0.0
exp_REPUTATION_strategic-default_100a_12s_1778311388801,REPUTATION,strategic-default,100,12,0.9533,0.0,0.0000,0.0,0.1317,0.0
exp_REPUTATION_strategic-default_100a_13s_1778311412454,REPUTATION,strategic-default,100,13,0.9400,0.0,0.0000,1.0,0.1294,0.0
exp_REPUTATION_strategic-default_100a_14s_1778311436890,REPUTATION,strategic-default,100,14,0.9667,3.0,0.2533,1.0,0.1269,0.0
exp_REPUTATION_strategic-default_100a_15s_1778311460674,REPUTATION,strategic-default,100,15,0.9500,8.0,0.1900,1.0,0.1230,0.0
exp_REPUTATION_strategic-default_100a_16s_1778311484849,REPUTATION,strategic-default,100,16,0.9233,0.0,0.0667,1.0,0.1278,0.0
exp_REPUTATION_strategic-default_100a_17s_1778311511689,REPUTATION,strategic-default,100,17,0.9467,0.0,0.0000,0.0,0.1294,0.0
exp_REPUTATION_strategic-default_100a_18s_1778311535263,REPUTATION,strategic-default,100,18,0.9667,0.0,0.0000,0.0,0.1253,0.0
exp_REPUTATION_strategic-default_100a_19s_1778311559009,REPUTATION,strategic-default,100,19,0.9333,0.0,0.0000,1.0,0.1350,0.0
exp_REPUTATION_strategic-default_100a_1s_1778311124894,REPUTATION,strategic-default,100,1,0.9633,0.0,0.0000,0.0,0.1167,0.0
exp_REPUTATION_strategic-default_100a_20s_1778311584977,REPUTATION,strategic-default,100,20,0.9467,0.0,0.0000,0.0,0.1378,0.0
exp_REPUTATION_strategic-default_100a_2s_1778311148395,REPUTATION,strategic-default,100,2,0.9367,0.0,0.0000,0.0,0.1356,0.0
exp_REPUTATION_strategic-default_100a_3s_1778311172995,REPUTATION,strategic-default,100,3,0.9433,0.0,0.1167,1.0,0.1336,0.0
exp_REPUTATION_strategic-default_100a_4s_1778311197964,REPUTATION,strategic-default,100,4,0.9433,0.0,0.0567,0.0,0.1358,0.0
exp_REPUTATION_strategic-default_100a_5s_1778311222453,REPUTATION,strategic-default,100,5,0.9633,0.0,0.0000,0.0,0.1456,0.0
exp_REPUTATION_strategic-default_100a_6s_1778311245922,REPUTATION,strategic-default,100,6,0.9333,0.0,0.0000,0.0,0.1556,0.0
exp_REPUTATION_strategic-default_100a_7s_1778311270154,REPUTATION,strategic-default,100,7,0.9500,0.0,0.0000,0.0,0.1342,0.0
exp_REPUTATION_strategic-default_100a_8s_1778311294094,REPUTATION,strategic-default,100,8,0.9433,0.0,0.0000,2.0,0.1414,0.0
exp_REPUTATION_strategic-default_100a_9s_1778311317914,REPUTATION,strategic-default,100,9,0.9500,0.0,0.0000,1.0,0.1289,0.0
exp_REPUTATION_strategic-default_20a_42s_1778275300710,REPUTATION,strategic-default,20,42,0.9333,0.0,0.0000,0.0,0.1200,0.0
exp_REPUTATION_strategic-default_30a_42s_1778275497785,REPUTATION,strategic-default,30,42,0.9767,12.0,0.3267,3.0,0.1375,0.0
exp_REPUTATION_strategic-default_30a_42s_1778276808465,REPUTATION,strategic-default,30,42,0.9767,12.0,0.3267,3.0,0.1403,0.0
exp_REPUTATION_strategic-default_30a_42s_1778278255163,REPUTATION,strategic-default,30,42,0.9767,12.0,0.3267,3.0,0.1403,0.0
exp_REPUTATION_strategic-default_30a_42s_1778278629710,REPUTATION,strategic-default,30,42,0.9767,12.0,0.3267,3.0,0.1403,0.0
exp_REPUTATION_strategic-default_50a_1s_1778281650903,REPUTATION,strategic-default,50,1,0.9500,14.0,0.4867,3.0,0.1278,0.0
exp_REPUTATION_strategic-default_50a_2s_1778281666992,REPUTATION,strategic-default,50,2,0.9567,13.0,0.4700,2.0,0.1372,0.0
exp_REPUTATION_strategic-default_50a_3s_1778281690468,REPUTATION,strategic-default,50,3,0.9567,24.0,0.4800,3.0,0.1125,0.0
exp_REPUTATION_strategic-default_50a_4s_1778281716644,REPUTATION,strategic-default,50,4,0.9433,42.0,0.6533,3.0,0.1189,0.0
exp_REPUTATION_strategic-default_50a_5s_1778281741665,REPUTATION,strategic-default,50,5,0.9700,13.0,0.4800,2.0,0.1361,0.0
exp_REPUTATION_sybil-cluster_100a_10s_1778312876187,REPUTATION,sybil-cluster,100,10,0.9567,0.0,0.0000,0.0,0.1250,0.0
exp_REPUTATION_sybil-cluster_100a_11s_1778312903433,REPUTATION,sybil-cluster,100,11,0.9600,0.0,0.0000,0.0,0.1364,0.0
exp_REPUTATION_sybil-cluster_100a_12s_1778312929066,REPUTATION,sybil-cluster,100,12,0.9533,0.0,0.0000,0.0,0.1317,0.0
exp_REPUTATION_sybil-cluster_100a_13s_1778312955447,REPUTATION,sybil-cluster,100,13,0.9400,0.0,0.0000,1.0,0.1294,0.0
exp_REPUTATION_sybil-cluster_100a_14s_1778312981868,REPUTATION,sybil-cluster,100,14,0.9633,0.0,0.2467,0.0,0.1150,0.0
exp_REPUTATION_sybil-cluster_100a_15s_1778313008082,REPUTATION,sybil-cluster,100,15,0.9500,0.0,0.2000,1.0,0.1319,0.0
exp_REPUTATION_sybil-cluster_100a_16s_1778313035254,REPUTATION,sybil-cluster,100,16,0.9233,0.0,0.0667,1.0,0.1278,0.0
exp_REPUTATION_sybil-cluster_100a_17s_1778313062971,REPUTATION,sybil-cluster,100,17,0.9467,0.0,0.0000,0.0,0.1294,0.0
exp_REPUTATION_sybil-cluster_100a_18s_1778313088775,REPUTATION,sybil-cluster,100,18,0.9667,0.0,0.0000,0.0,0.1253,0.0
exp_REPUTATION_sybil-cluster_100a_19s_1778313113606,REPUTATION,sybil-cluster,100,19,0.9333,0.0,0.0000,1.0,0.1350,0.0
exp_REPUTATION_sybil-cluster_100a_1s_1778312630113,REPUTATION,sybil-cluster,100,1,0.9633,0.0,0.0000,0.0,0.1167,0.0
exp_REPUTATION_sybil-cluster_100a_20s_1778313140742,REPUTATION,sybil-cluster,100,20,0.9467,0.0,0.0000,0.0,0.1378,0.0
exp_REPUTATION_sybil-cluster_100a_2s_1778312656276,REPUTATION,sybil-cluster,100,2,0.9367,0.0,0.0000,0.0,0.1356,0.0
exp_REPUTATION_sybil-cluster_100a_3s_1778312684658,REPUTATION,sybil-cluster,100,3,0.9400,0.0,0.0767,1.0,0.1311,0.0
exp_REPUTATION_sybil-cluster_100a_4s_1778312711736,REPUTATION,sybil-cluster,100,4,0.9433,0.0,0.0567,0.0,0.1358,0.0
exp_REPUTATION_sybil-cluster_100a_5s_1778312739785,REPUTATION,sybil-cluster,100,5,0.9633,0.0,0.0000,0.0,0.1456,0.0
exp_REPUTATION_sybil-cluster_100a_6s_1778312767061,REPUTATION,sybil-cluster,100,6,0.9333,0.0,0.0000,0.0,0.1556,0.0
exp_REPUTATION_sybil-cluster_100a_7s_1778312796257,REPUTATION,sybil-cluster,100,7,0.9500,0.0,0.0000,0.0,0.1342,0.0
exp_REPUTATION_sybil-cluster_100a_8s_1778312821967,REPUTATION,sybil-cluster,100,8,0.9433,0.0,0.0000,2.0,0.1414,0.0
exp_REPUTATION_sybil-cluster_100a_9s_1778312849897,REPUTATION,sybil-cluster,100,9,0.9500,0.0,0.0000,1.0,0.1289,0.0
exp_REPUTATION_sybil-cluster_30a_42s_1778275827703,REPUTATION,sybil-cluster,30,42,0.9833,0.0,0.3300,0.0,0.1528,0.0
exp_REPUTATION_sybil-cluster_30a_42s_1778276685882,REPUTATION,sybil-cluster,30,42,0.9833,0.0,0.3300,0.0,0.1511,0.0
exp_REPUTATION_sybil-cluster_30a_42s_1778278166114,REPUTATION,sybil-cluster,30,42,0.9833,0.0,0.3300,0.0,0.1511,0.0
exp_REPUTATION_sybil-cluster_30a_42s_1778278721274,REPUTATION,sybil-cluster,30,42,0.9833,0.0,0.3300,0.0,0.1511,0.0
exp_REPUTATION_sybil-cluster_50a_1s_1778281988296,REPUTATION,sybil-cluster,50,1,0.9667,0.0,0.5733,0.0,0.1255,0.0
exp_REPUTATION_sybil-cluster_50a_2s_1778282005228,REPUTATION,sybil-cluster,50,2,0.9667,0.0,0.4900,0.0,0.1422,0.0
exp_REPUTATION_sybil-cluster_50a_3s_1778282023305,REPUTATION,sybil-cluster,50,3,0.9900,0.0,0.7567,0.0,0.1239,0.0
exp_REPUTATION_sybil-cluster_50a_4s_1778282040523,REPUTATION,sybil-cluster,50,4,0.9933,0.0,0.7667,0.0,0.1317,0.0
exp_REPUTATION_sybil-cluster_50a_5s_1778282057690,REPUTATION,sybil-cluster,50,5,0.9867,0.0,0.5267,0.0,0.1478,0.0
exp_REPUTATION_whitewashing_100a_10s_1778317225772,REPUTATION,whitewashing,100,10,0.9567,0.0,0.0000,0.0,0.1250,0.0
exp_REPUTATION_whitewashing_100a_11s_1778317250082,REPUTATION,whitewashing,100,11,0.9600,0.0,0.0000,0.0,0.1364,0.0
exp_REPUTATION_whitewashing_100a_12s_1778317274674,REPUTATION,whitewashing,100,12,0.9533,0.0,0.0000,0.0,0.1317,0.0
exp_REPUTATION_whitewashing_100a_13s_1778317299166,REPUTATION,whitewashing,100,13,0.9400,0.0,0.0000,1.0,0.1294,0.0
exp_REPUTATION_whitewashing_100a_14s_1778317324228,REPUTATION,whitewashing,100,14,0.9433,7.0,0.0233,0.0,0.1133,0.0
exp_REPUTATION_whitewashing_100a_15s_1778317349161,REPUTATION,whitewashing,100,15,0.9233,26.0,0.0400,1.0,0.1283,0.0
exp_REPUTATION_whitewashing_100a_16s_1778317373370,REPUTATION,whitewashing,100,16,0.9433,14.0,0.0167,1.0,0.1300,0.0
exp_REPUTATION_whitewashing_100a_17s_1778317398467,REPUTATION,whitewashing,100,17,0.9467,0.0,0.0000,0.0,0.1294,0.0
exp_REPUTATION_whitewashing_100a_18s_1778317422962,REPUTATION,whitewashing,100,18,0.9667,0.0,0.0000,0.0,0.1253,0.0
exp_REPUTATION_whitewashing_100a_19s_1778317447433,REPUTATION,whitewashing,100,19,0.9333,0.0,0.0000,1.0,0.1350,0.0
exp_REPUTATION_whitewashing_100a_1s_1778317007007,REPUTATION,whitewashing,100,1,0.9633,0.0,0.0000,0.0,0.1167,0.0
exp_REPUTATION_whitewashing_100a_20s_1778317471801,REPUTATION,whitewashing,100,20,0.9467,0.0,0.0000,0.0,0.1378,0.0
exp_REPUTATION_whitewashing_100a_2s_1778317030801,REPUTATION,whitewashing,100,2,0.9367,0.0,0.0000,0.0,0.1356,0.0
exp_REPUTATION_whitewashing_100a_3s_1778317055343,REPUTATION,whitewashing,100,3,0.9400,7.0,0.0033,1.0,0.1294,0.0
exp_REPUTATION_whitewashing_100a_4s_1778317080533,REPUTATION,whitewashing,100,4,0.9467,12.0,0.0200,2.0,0.1325,0.0
exp_REPUTATION_whitewashing_100a_5s_1778317104198,REPUTATION,whitewashing,100,5,0.9633,0.0,0.0000,0.0,0.1456,0.0
exp_REPUTATION_whitewashing_100a_6s_1778317127896,REPUTATION,whitewashing,100,6,0.9333,0.0,0.0000,0.0,0.1556,0.0
exp_REPUTATION_whitewashing_100a_7s_1778317152296,REPUTATION,whitewashing,100,7,0.9500,0.0,0.0000,0.0,0.1342,0.0
exp_REPUTATION_whitewashing_100a_8s_1778317176503,REPUTATION,whitewashing,100,8,0.9433,0.0,0.0000,2.0,0.1414,0.0
exp_REPUTATION_whitewashing_100a_9s_1778317201403,REPUTATION,whitewashing,100,9,0.9500,0.0,0.0000,1.0,0.1289,0.0
exp_REPUTATION_whitewashing_30a_42s_1778275761723,REPUTATION,whitewashing,30,42,0.9567,58.0,0.0833,0.0,0.1531,0.0
exp_REPUTATION_whitewashing_30a_42s_1778276880066,REPUTATION,whitewashing,30,42,0.9500,128.0,0.0833,0.0,0.1464,0.0
exp_REPUTATION_whitewashing_30a_42s_1778278339539,REPUTATION,whitewashing,30,42,0.9367,160.0,0.0833,0.0,0.1439,0.0
exp_REPUTATION_whitewashing_30a_42s_1778278815360,REPUTATION,whitewashing,30,42,0.9467,128.0,0.1000,0.0,0.1317,0.0
exp_REPUTATION_whitewashing_50a_1s_1778282521589,REPUTATION,whitewashing,50,1,0.9000,74.0,0.1267,0.0,0.1275,0.0
exp_REPUTATION_whitewashing_50a_2s_1778282537114,REPUTATION,whitewashing,50,2,0.8967,88.0,0.0967,0.0,0.1367,0.0
exp_REPUTATION_whitewashing_50a_3s_1778282552717,REPUTATION,whitewashing,50,3,0.9067,73.0,0.1067,0.0,0.1167,0.0
exp_REPUTATION_whitewashing_50a_4s_1778282567705,REPUTATION,whitewashing,50,4,0.8867,77.0,0.1233,0.0,0.1317,0.0
exp_REPUTATION_whitewashing_50a_5s_1778282583210,REPUTATION,whitewashing,50,5,0.9400,50.0,0.0967,0.0,0.1139,0.0
exp_TRACE_collusion-ring_100a_10s_1778313856941,TRACE,collusion-ring,100,10,0.9567,0.0,0.0000,0.0,0.1483,0.0
exp_TRACE_collusion-ring_100a_11s_1778313882959,TRACE,collusion-ring,100,11,0.9567,3.0,0.0100,0.0,0.1442,0.0
exp_TRACE_collusion-ring_100a_12s_1778313908718,TRACE,collusion-ring,100,12,0.9533,0.0,0.0000,0.0,0.1356,0.0
exp_TRACE_collusion-ring_100a_13s_1778313934937,TRACE,collusion-ring,100,13,0.9400,0.0,0.0000,1.0,0.1339,0.0
exp_TRACE_collusion-ring_100a_14s_1778313960870,TRACE,collusion-ring,100,14,0.9333,30.0,0.2100,0.0,0.1397,0.0
exp_TRACE_collusion-ring_100a_15s_1778313987113,TRACE,collusion-ring,100,15,0.9000,45.0,0.2333,0.0,0.1489,0.0
exp_TRACE_collusion-ring_100a_16s_1778314014271,TRACE,collusion-ring,100,16,0.9267,23.0,0.2133,0.0,0.1217,0.0
exp_TRACE_collusion-ring_100a_17s_1778314040927,TRACE,collusion-ring,100,17,0.9400,7.0,0.0900,0.0,0.1319,0.0
exp_TRACE_collusion-ring_100a_18s_1778314067327,TRACE,collusion-ring,100,18,0.9467,3.0,0.0367,0.0,0.1392,0.0
exp_TRACE_collusion-ring_100a_19s_1778314093375,TRACE,collusion-ring,100,19,0.9333,0.0,0.0000,1.0,0.1461,0.0
exp_TRACE_collusion-ring_100a_1s_1778313627642,TRACE,collusion-ring,100,1,0.9633,0.0,0.0000,0.0,0.1400,0.0
exp_TRACE_collusion-ring_100a_20s_1778314119803,TRACE,collusion-ring,100,20,0.9467,0.0,0.0000,0.0,0.1528,0.0
exp_TRACE_collusion-ring_100a_2s_1778313653022,TRACE,collusion-ring,100,2,0.9467,6.0,0.1467,0.0,0.1472,0.0
exp_TRACE_collusion-ring_100a_3s_1778313679380,TRACE,collusion-ring,100,3,0.9400,24.0,0.1300,0.0,0.1489,0.0
exp_TRACE_collusion-ring_100a_42s_1778279934563,TRACE,collusion-ring,100,42,0.9467,4.0,0.0267,0.0,0.1469,0.0
exp_TRACE_collusion-ring_100a_42s_1778280686835,TRACE,collusion-ring,100,42,0.9433,7.0,0.0133,0.0,0.1481,0.0
exp_TRACE_collusion-ring_100a_42s_1778280724924,TRACE,collusion-ring,100,42,0.9433,10.0,0.0867,0.0,0.1361,0.0
exp_TRACE_collusion-ring_100a_42s_1778280763370,TRACE,collusion-ring,100,42,0.9400,16.0,0.0867,0.0,0.1444,0.0
exp_TRACE_collusion-ring_100a_42s_1778280793912,TRACE,collusion-ring,100,42,0.9467,7.0,0.0333,0.0,0.1378,0.0
exp_TRACE_collusion-ring_100a_42s_1778280823809,TRACE,collusion-ring,100,42,0.9433,7.0,0.0067,0.0,0.1383,0.0
exp_TRACE_collusion-ring_100a_42s_1778280860804,TRACE,collusion-ring,100,42,0.9367,18.0,0.0867,0.0,0.1389,0.0
exp_TRACE_collusion-ring_100a_4s_1778313705072,TRACE,collusion-ring,100,4,0.9367,4.0,0.0100,0.0,0.1539,0.0
exp_TRACE_collusion-ring_100a_5s_1778313729780,TRACE,collusion-ring,100,5,0.9633,0.0,0.0000,0.0,0.1464,0.0
exp_TRACE_collusion-ring_100a_6s_1778313755664,TRACE,collusion-ring,100,6,0.9167,28.0,0.1067,0.0,0.1572,0.0
exp_TRACE_collusion-ring_100a_7s_1778313781230,TRACE,collusion-ring,100,7,0.9500,0.0,0.0000,0.0,0.1344,0.0
exp_TRACE_collusion-ring_100a_8s_1778313806721,TRACE,collusion-ring,100,8,0.9433,0.0,0.0000,2.0,0.1481,0.0
exp_TRACE_collusion-ring_100a_9s_1778313832336,TRACE,collusion-ring,100,9,0.9500,0.0,0.0000,1.0,0.1417,0.0
exp_trace_collusion-ring_30a_1s_1778278879182,trace,collusion-ring,30,1,0.9267,11.0,0.0500,1.0,0.1389,0.0
exp_trace_collusion-ring_30a_2s_1778278904097,trace,collusion-ring,30,2,0.9300,14.0,0.0500,0.0,0.1456,0.0
exp_trace_collusion-ring_30a_3s_1778278930528,trace,collusion-ring,30,3,0.9333,103.0,0.0500,0.0,0.1511,0.0
exp_TRACE_collusion-ring_30a_42s_1778275880026,TRACE,collusion-ring,30,42,0.9733,44.0,0.0633,0.0,0.1375,0.0
exp_TRACE_collusion-ring_30a_42s_1778276932392,TRACE,collusion-ring,30,42,0.9600,106.0,0.0567,0.0,0.1375,0.0
exp_TRACE_collusion-ring_30a_42s_1778278044819,TRACE,collusion-ring,30,42,0.9767,46.0,0.0500,0.0,0.1464,0.0
exp_TRACE_collusion-ring_30a_42s_1778278510520,TRACE,collusion-ring,30,42,0.9867,0.0,0.0500,0.0,0.1464,0.0
exp_trace_collusion-ring_30a_42s_1778279765204,trace,collusion-ring,30,42,0.9833,7.0,0.0500,0.0,0.1461,0.0
exp_TRACE_collusion-ring_30a_42s_1778279824045,TRACE,collusion-ring,30,42,0.9200,84.0,0.4067,1.0,0.1233,0.0
exp_trace_collusion-ring_30a_4s_1778278955765,trace,collusion-ring,30,4,0.9333,16.0,0.0500,1.0,0.1305,0.0
exp_trace_collusion-ring_30a_5s_1778278982878,trace,collusion-ring,30,5,0.9667,9.0,0.0500,0.0,0.1378,0.0
exp_TRACE_collusion-ring_50a_10s_1778322090902,TRACE,collusion-ring,50,10,0.9400,8.0,0.0500,0.0,0.1422,0.0
exp_TRACE_collusion-ring_50a_10s_1778322545025,TRACE,collusion-ring,50,10,0.9367,6.0,0.0500,0.0,0.1422,0.0
exp_TRACE_collusion-ring_50a_10s_1778323547429,TRACE,collusion-ring,50,10,0.9300,25.0,0.0500,0.0,0.1422,0.0
exp_TRACE_collusion-ring_50a_10s_1778324077955,TRACE,collusion-ring,50,10,0.9333,41.0,0.2800,1.0,0.1500,0.0
exp_TRACE_collusion-ring_50a_10s_1778324604136,TRACE,collusion-ring,50,10,0.9333,15.0,0.0700,0.0,0.1467,0.0
exp_TRACE_collusion-ring_50a_11s_1778322119326,TRACE,collusion-ring,50,11,0.9400,27.0,0.1667,0.0,0.1425,0.0
exp_TRACE_collusion-ring_50a_11s_1778322565007,TRACE,collusion-ring,50,11,0.9200,57.0,0.3300,0.0,0.1439,0.0
exp_TRACE_collusion-ring_50a_11s_1778323572602,TRACE,collusion-ring,50,11,0.9167,67.0,0.3767,0.0,0.1350,0.0
exp_TRACE_collusion-ring_50a_11s_1778324101303,TRACE,collusion-ring,50,11,0.9400,10.0,0.0500,0.0,0.1433,0.0
exp_TRACE_collusion-ring_50a_11s_1778324631485,TRACE,collusion-ring,50,11,0.8867,118.0,0.4000,0.0,0.1464,0.0
exp_TRACE_collusion-ring_50a_12s_1778322142040,TRACE,collusion-ring,50,12,0.9267,62.0,0.4400,0.0,0.1544,0.0
exp_TRACE_collusion-ring_50a_12s_1778322585798,TRACE,collusion-ring,50,12,0.9500,27.0,0.3200,0.0,0.1397,0.0
exp_TRACE_collusion-ring_50a_12s_1778323599326,TRACE,collusion-ring,50,12,0.9467,17.0,0.1167,0.0,0.1469,0.0
exp_TRACE_collusion-ring_50a_12s_1778324129167,TRACE,collusion-ring,50,12,0.9433,41.0,0.2833,2.0,0.1514,0.0
exp_TRACE_collusion-ring_50a_12s_1778324658223,TRACE,collusion-ring,50,12,0.9567,0.0,0.0500,0.0,0.1528,0.0
exp_TRACE_collusion-ring_50a_13s_1778322163156,TRACE,collusion-ring,50,13,0.9567,12.0,0.0800,1.0,0.1489,0.0
exp_TRACE_collusion-ring_50a_13s_1778322606676,TRACE,collusion-ring,50,13,0.9467,35.0,0.2467,0.0,0.1347,0.0
exp_TRACE_collusion-ring_50a_13s_1778323627656,TRACE,collusion-ring,50,13,0.9567,12.0,0.0467,0.0,0.1503,0.0
exp_TRACE_collusion-ring_50a_13s_1778324153112,TRACE,collusion-ring,50,13,0.9533,27.0,0.1633,0.0,0.1383,0.0
exp_TRACE_collusion-ring_50a_13s_1778324687151,TRACE,collusion-ring,50,13,0.9600,38.0,0.0467,0.0,0.1531,0.0
exp_TRACE_collusion-ring_50a_14s_1778322183452,TRACE,collusion-ring,50,14,0.9300,79.0,0.2700,0.0,0.1442,0.0
exp_TRACE_collusion-ring_50a_14s_1778322627257,TRACE,collusion-ring,50,14,0.9367,65.0,0.2900,0.0,0.1381,0.0
